Unnamed: 0,name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost
45372,Chai Days,Yes,No,4.5,134,Indiranagar,Cafe,"Cafe, Tea, Beverages, Fast Food",200.0
32333,Ilyazsab Shawarma Cafe,Yes,No,3.7,0,Jayanagar,Quick Bites,"Fast Food, Rolls",300.0
28988,Samrat Regency Bar And Restaurant,No,No,3.8,29,Koramangala 6th Block,Bar,"North Indian, Chinese",800.0
24005,Aroma's Hyderabad House,Yes,No,4.2,533,Nagawara,Casual Dining,"Mughlai, Biryani, North Indian",800.0
17693,Paratha Corner,Yes,No,3.2,23,CV Raman Nagar,Quick Bites,North Indian,150.0
21442,Sri Krishna Sagar,No,No,3.5,12,BTM,Quick Bites,"South Indian, North Indian, Chinese",200.0
26250,Fiddler's Green,No,Yes,3.9,74,Kalyan Nagar,"Casual Dining, Bar","Continental, American, Indonesian, Asian, Thai",1200.0
18702,Head O State,No,Yes,3.8,198,Indiranagar,"Casual Dining, Bar","Continental, Chinese, North Indian",1000.0
405,Kataria's Pakwan,Yes,No,3.2,96,Kumaraswamy Layout,Quick Bites,North Indian,400.0
16603,Lassi & More,Yes,No,3.7,0,HSR,Beverage Shop,Juices,150.0
4123,Bawarchi Khaana,Yes,No,3.3,56,Bellandur,Quick Bites,"North Indian, Chinese",600.0
34192,HungerLoft,Yes,No,2.5,109,BTM,Casual Dining,"North Indian, Chinese, Arabian",800.0
48952,Delice - Novotel,No,No,3.8,33,Marathahalli,"Dessert Parlor, Bakery","Desserts, Bakery",800.0
8756,Dessi Cuppa,Yes,No,3.4,5,BTM,"Quick Bites, Beverage Shop","Beverages, Fast Food",300.0
2037,Bangalore Pantry,Yes,No,3.7,0,Bannerghatta Road,Quick Bites,"Chinese, North Indian, Biryani, Arabian",400.0
24331,Central Cafe,No,No,3.7,0,Kammanahalli,Quick Bites,"South Indian, Kerala",150.0
1022,Amontron,Yes,No,3.9,435,BTM,Casual Dining,Bengali,650.0
42047,Kaati Zone,Yes,No,3.1,165,Church Street,Quick Bites,"Fast Food, Biryani, Rolls",350.0
7434,Meghana Grand,Yes,No,3.5,131,Whitefield,Casual Dining,"Biryani, Andhra",800.0
10885,BEIR,Yes,No,3.7,0,Bannerghatta Road,Casual Dining,"Mexican, American",800.0
37862,Vasavi Bangarpet Chats,Yes,No,3.7,0,Shivajinagar,Quick Bites,Street Food,150.0
16650,Khaja Military Hotel,Yes,No,3.7,0,HSR,Quick Bites,"Biryani, Fast Food, South Indian",400.0
29389,Kumarakom,Yes,Yes,3.8,1167,HSR,Casual Dining,"Kerala, Seafood, South Indian, North Indian, Chinese",600.0
34119,New Prashanth Hotel,Yes,No,3.1,53,HSR,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750.0
40920,Sethi's,Yes,No,3.7,0,Marathahalli,Delivery,"North Indian, Chinese",600.0
27724,Malnad Military Hotel,No,No,3.7,0,BTM,Quick Bites,"South Indian, Chinese",350.0
43616,Grubbery,Yes,No,4.1,638,New BEL Road,Cafe,"Cafe, American, Asian, European, Steak, Salad, Desserts",700.0
39331,Yumjar,Yes,No,3.7,0,Malleshwaram,Quick Bites,"Fast Food, Beverages, Desserts",300.0
32080,The Paratha Stories,Yes,No,3.3,38,Koramangala 1st Block,Delivery,North Indian,400.0
42915,Riwaz - The Ritz-Carlton,No,Yes,4.2,275,Residency Road,"Fine Dining, Bar",North Indian,4000.0
13305,B Penguin Restaurant & Cafe,No,No,3.7,0,Electronic City,Quick Bites,Cafe,300.0
1263,YumYumDilli,Yes,No,3.7,0,JP Nagar,Delivery,North Indian,500.0
8539,Tapri By The Corner,Yes,No,4.1,205,Koramangala 5th Block,Quick Bites,Fast Food,250.0
19968,Tangra Indo - Chinese Cuisine,Yes,No,3.6,29,Jayanagar,Food Court,"Chinese, Thai",400.0
17435,Onesta,Yes,Yes,4.3,4644,Indiranagar,"Casual Dining, Cafe","Pizza, Cafe, Italian",600.0
21146,Churchill's,Yes,Yes,4.1,1411,JP Nagar,"Casual Dining, Pub","North Indian, Continental",1100.0
41712,Risalo Restaurant,Yes,No,3.7,0,Brookefield,Quick Bites,"North Indian, Chinese",400.0
38357,Chung Wah,Yes,No,4.0,362,Residency Road,Casual Dining,"Chinese, Thai, Momos, Vietnamese",1000.0
48204,K V Canteen,No,No,3.5,17,Commercial Street,Quick Bites,South Indian,100.0
48927,Madurai Veg Kitchen,Yes,No,3.7,0,Bellandur,"Takeaway, Delivery","North Indian, Chinese, South Indian",200.0
10845,Fava Bistro,Yes,Yes,4.4,383,Koramangala 5th Block,"Casual Dining, Bar","Mediterranean, Pizza, Italian, Beverages",1500.0
395,Food Springs,Yes,No,4.0,232,Jayanagar,Quick Bites,"South Indian, Chinese",400.0
16488,Lazeez Corner,Yes,No,3.1,7,HSR,Quick Bites,"North Indian, Mughlai, Chinese",500.0
36075,Sixth Avenue Cafe And Patisserie,No,No,4.4,177,Koramangala 5th Block,"Cafe, Dessert Parlor","Cafe, Italian, Desserts",600.0
9260,Authentic Aandhra,Yes,No,3.7,0,BTM,Delivery,"Andhra, North Indian",300.0
50535,Latitude Whitefield,No,Yes,3.9,327,Whitefield,Fine Dining,"North Indian, Continental, Asian, Italian",2000.0
32099,KF's Biryani's and Kababs,Yes,No,3.4,17,Koramangala 4th Block,Quick Bites,"Biryani, Kebab",400.0
25168,Marhaba,Yes,No,3.6,42,Nagawara,Casual Dining,"Arabian, Mediterranean, North Indian",600.0
8938,Lord of Combos,Yes,No,3.1,27,HSR,Delivery,North Indian,500.0
8950,Baba Ka Dhaba,Yes,No,3.7,195,BTM,Quick Bites,North Indian,400.0
44006,Mughlai Azam,Yes,Yes,4.0,117,New BEL Road,Casual Dining,"Mughlai, Biryani, North Indian",1400.0
44827,Dollars Park Residency,Yes,No,3.7,0,Kaggadasapura,Quick Bites,"South Indian, North Indian",300.0
31133,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© S,No,No,3.2,4,Koramangala 4th Block,Cafe,"Cafe, American, European",600.0
49801,Hottey Smokey,Yes,No,3.7,0,Whitefield,"Takeaway, Delivery","Asian, Salad, Italian",400.0
51132,The Beer Cafe,Yes,Yes,4.1,673,Whitefield,Pub,"Finger Food, North Indian, Chinese, Italian",1400.0
28475,Chowpatty,Yes,No,3.6,95,Koramangala 1st Block,Quick Bites,"North Indian, Fast Food, Street Food",300.0
26868,Smokey Tribe Restaurant,Yes,No,3.8,265,Koramangala 7th Block,Casual Dining,"North Eastern, Chinese",650.0
30193,Subham Pal Kitchen,Yes,No,3.3,10,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",300.0
17279,Dosa Time,Yes,No,3.7,0,Sarjapur Road,Quick Bites,South Indian,150.0
43674,Sardarji Ka Kitchen,Yes,No,3.1,44,New BEL Road,Quick Bites,North Indian,150.0
4250,California Burrito,No,No,3.7,23,Bellandur,"Food Court, Quick Bites","Mexican, Fast Food",400.0
12196,Desi Streat,Yes,No,3.7,0,Brigade Road,Food Court,"South Indian, Street Food",400.0
1225,Natural Mumbai Kulfi,Yes,No,3.5,8,BTM,Dessert Parlor,Ice Cream,130.0
6408,Sri Krishna Foodline,No,No,3.3,4,Ulsoor,Quick Bites,North Indian,100.0
21662,Ludo CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,No,3.9,144,Kumaraswamy Layout,Cafe,"Cafe, Chinese, Arabian",550.0
4754,Biryani Kitchen,No,No,3.5,27,Bellandur,Quick Bites,Biryani,350.0
37747,Indira Darshini,Yes,No,3.6,27,Frazer Town,Quick Bites,"South Indian, Chinese",200.0
6955,Curries & Pickles,No,No,3.7,0,Brookefield,Quick Bites,"Andhra, Biryani, Chinese",400.0
46296,Hotel Aditya,No,No,4.3,332,Rajajinagar,Quick Bites,"South Indian, Biryani",300.0
8619,Rolls Mania,Yes,No,3.7,32,Koramangala 6th Block,Quick Bites,"Fast Food, Rolls",450.0
37989,Bhaiyajees,No,No,3.7,16,Richmond Road,"Takeaway, Delivery","North Indian, South Indian",300.0
43413,Sanchez,No,No,4.3,1050,Lavelle Road,Lounge,"Mexican, Tex-Mex",1500.0
44583,Vimmi's Cafe,Yes,No,2.7,30,Indiranagar,"Takeaway, Delivery",American,500.0
4860,Sardar Ka Chullah,Yes,No,3.7,0,Marathahalli,Food Court,North Indian,400.0
15442,Ambur Hot Dum Biriyani,No,No,3.7,0,Shivajinagar,Quick Bites,Biryani,250.0
48969,Jiyo Natural,No,No,3.6,15,South Bangalore,Delivery,"Healthy Food, North Indian",300.0
42114,Kabab Korner,Yes,No,3.9,206,St. Marks Road,Casual Dining,"North Indian, Chinese, Fast Food",500.0
12165,Apsara Hotel,No,No,3.7,0,Shivajinagar,Quick Bites,North Indian,150.0
50400,Magic scoops N Smiles,No,No,3.7,0,Whitefield,Dessert Parlor,Desserts,200.0
22650,Crystal Grandeur,Yes,No,3.7,0,Jayanagar,Casual Dining,"North Indian, Chinese, Continental",600.0
31514,Dum & Oven,No,No,3.7,29,HSR,Casual Dining,"North Indian, Hyderabadi, Continental",600.0
29255,Chaiwala,Yes,No,3.1,53,Koramangala 1st Block,Quick Bites,Fast Food,100.0
49429,Mirapakaya,No,No,3.7,0,Bellandur,Quick Bites,"South Indian, Fast Food",300.0
10419,Neer Dosa Fish Land,No,No,3.6,39,BTM,Casual Dining,"Seafood, Mangalorean",600.0
32019,Bathinda Junction,Yes,Yes,4.1,1250,Koramangala 5th Block,Casual Dining,North Indian,600.0
15467,Cafe Azzure,Yes,Yes,4.3,2671,MG Road,Cafe,"Cafe, Continental, Italian, Burger",1200.0
36672,Aisha Tharavad,No,No,3.7,0,Ejipura,Quick Bites,"South Indian, Kerala",400.0
46311,Burger King,Yes,No,3.9,266,Rajajinagar,Food Court,"Burger, Fast Food, Beverages",600.0
9466,Hungry Mates,No,No,3.7,0,BTM,Quick Bites,North Indian,300.0
14568,Biriyani Nights,Yes,No,2.9,119,Kammanahalli,"Takeaway, Delivery","Biryani, Kebab, Continental",500.0
18433,Omm Sweets & Snacks,Yes,No,3.7,0,Indiranagar,Sweet Shop,"Mithai, Street Food",100.0
18292,24 Hours Cake Delivery,No,No,3.3,4,Old Airport Road,Delivery,Bakery,700.0
36693,The Breakfast Truck,No,No,3.8,65,Koramangala 6th Block,Quick Bites,Continental,550.0
26284,Saara's Grill n Spice - SS Lumina Hotel,No,Yes,4.3,104,Koramangala 7th Block,Casual Dining,"North Indian, Arabian, Beverages",1000.0
20471,Baker's Glove,Yes,No,3.4,8,Jayanagar,"Bakery, Quick Bites","Desserts, Bakery",550.0
28004,Smack Cafe,No,No,3.7,0,Koramangala 1st Block,Cafe,Cafe,400.0
16489,Soup Station,Yes,No,3.9,38,Koramangala 4th Block,Quick Bites,"Healthy Food, Sandwich, Salad",200.0
24086,4 Seasons Restaurant,Yes,Yes,3.7,399,Kalyan Nagar,Casual Dining,"North Indian, Seafood, Middle Eastern, Chinese",1000.0
26451,Empire Restaurant,Yes,No,4.0,88,HSR,"Takeaway, Delivery","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400.0
35556,Restro Cafe,Yes,No,3.8,30,Jayanagar,Cafe,Cafe,400.0
13093,F M Biryani Plaza,No,No,3.7,0,Frazer Town,Quick Bites,Biryani,200.0
17564,The Good Bowl,Yes,No,3.6,9,Indiranagar,"Takeaway, Delivery","Italian, North Indian, Biryani",500.0
17878,Goli Vada Pav No. 1,Yes,No,3.6,33,Ulsoor,Quick Bites,Street Food,200.0
16445,Cake Menu,Yes,No,3.2,11,Bommanahalli,Bakery,Bakery,400.0
14557,Shahi Family Restaurant,Yes,No,3.3,73,Ulsoor,Quick Bites,"North Indian, Chinese, South Indian",350.0
45292,Rotti Mane,Yes,No,3.6,18,Thippasandra,Quick Bites,South Indian,200.0
21806,Galito's,Yes,No,4.6,409,Bannerghatta Road,Casual Dining,"African, Burger",1000.0
28069,Via Milano,Yes,Yes,4.2,1624,Koramangala 4th Block,Casual Dining,"Salad, Italian, Desserts, Pizza",1500.0
37648,Height's Cafe - Hotel Bangalore International,Yes,No,3.2,2,Race Course Road,Casual Dining,"Continental, South Indian",1000.0
34227,Desi Vdesi,Yes,No,3.8,50,BTM,Quick Bites,"Fast Food, North Indian, Rolls",250.0
26580,Mealer.in,Yes,No,4.2,701,Koramangala 4th Block,Delivery,"North Indian, Biryani",450.0
38648,Pappu BC,No,No,3.7,0,Shivajinagar,Quick Bites,"North Indian, Biryani",300.0
21742,Kedia's Fun Food,Yes,No,4.3,632,Jayanagar,Quick Bites,"North Indian, Street Food, Juices",200.0
22758,Shiv Sagar,No,No,3.6,10,Bannerghatta Road,Food Court,"South Indian, Beverages",400.0
5967,Kabab Nation Corner,Yes,No,3.5,75,Brigade Road,Quick Bites,"Chinese, Arabian, Fast Food",500.0
34954,Naati Manae,Yes,No,3.1,10,JP Nagar,Food Court,"South Indian, Biryani",500.0
37868,Metro Military Hotel,Yes,No,3.7,0,Shanti Nagar,Quick Bites,"South Indian, Chinese, North Indian",300.0
10995,Kebarbiq,Yes,No,4.0,138,Koramangala 7th Block,Casual Dining,"North Indian, Arabian, Mughlai, Middle Eastern, Grill",800.0
33220,Vegan Khana,No,No,3.7,0,Koramangala 1st Block,"Takeaway, Delivery","Healthy Food, North Indian, Chinese",400.0
24687,Panda Boy,Yes,No,3.9,115,Kammanahalli,Casual Dining,Chinese,550.0
23913,Empire Restaurant,Yes,No,4.0,3128,Kammanahalli,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750.0
26162,Leela's Kitchen,No,No,3.8,104,Banaswadi,Quick Bites,"Kerala, South Indian, North Indian, Chinese",400.0
31335,Crunch Pizzas,No,No,2.3,77,Koramangala 1st Block,Quick Bites,"Italian, Pizza",600.0
3889,Maia - Eat | Bake | Mom,Yes,Yes,4.3,996,Bellandur,Casual Dining,"Continental, North Indian, Beverages",1200.0
10866,Nandhana Palace,No,Yes,4.1,770,Koramangala 4th Block,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800.0
16980,Stark Bistro,Yes,Yes,3.6,30,HSR,Casual Dining,"Continental, North Indian, Chinese, Burger, Pizza, Salad",850.0
29427,Nandanam Family Restaurant,Yes,No,3.6,18,BTM,Quick Bites,"Kerala, Chinese, South Indian",350.0
37817,Midnight Hunger Solutions 24/7,Yes,No,2.1,253,Indiranagar,Delivery,"North Indian, Mughlai, Chinese",500.0
11055,Paisa Vasool,Yes,No,3.3,394,Koramangala 7th Block,Quick Bites,North Indian,400.0
5639,Sidewalk Cafe - Nahar's Heritage Hotel,No,No,3.9,134,St. Marks Road,Casual Dining,"Italian, Fast Food",800.0
4849,Ghar Ka Chulha,Yes,No,3.1,117,Sarjapur Road,Casual Dining,"North Indian, Chinese",550.0
3299,South Point Pub,Yes,No,3.4,11,Basavanagudi,Bar,"North Indian, Seafood, Chinese",800.0
64,Cake of the Day,No,No,3.7,78,Banashankari,"Bakery, Dessert Parlor",Bakery,150.0
38371,Ayda Persian Kitchen,Yes,No,3.9,227,Church Street,Casual Dining,"North Indian, Iranian",950.0
17932,Sai Donne Biryani,Yes,No,3.4,9,Indiranagar,Quick Bites,"South Indian, Biryani, Chinese",350.0
13672,The French Loaf,No,No,3.7,0,Electronic City,Bakery,"Bakery, Desserts, Sandwich",400.0
19416,Adithya,Yes,No,4.0,335,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",300.0
30755,Food Prade Dairy Delight,No,No,3.7,0,Bannerghatta Road,Dessert Parlor,Desserts,300.0
34862,The Belgian Waffle Co.,Yes,No,3.8,151,Jayanagar,Dessert Parlor,"Desserts, Beverages",350.0
49786,Shake It Off,Yes,No,4.0,55,Brookefield,Beverage Shop,"Beverages, Fast Food",600.0
6182,The Blackboard Bakery,No,Yes,3.7,91,Lavelle Road,"Cafe, Bakery","Cafe, Bakery, Continental",1000.0
15591,Luqma Restaurant,Yes,No,3.5,18,RT Nagar,Quick Bites,"North Indian, Chinese, Arabian, Rolls",550.0
12661,Saatvikk,No,No,2.8,132,Brigade Road,Casual Dining,"North Indian, South Indian, Continental",650.0
3856,Costa Biryanis,Yes,No,3.3,10,East Bangalore,Delivery,"Andhra, Biryani, North Indian, South Indian",300.0
20843,Thanco's Natural Ice Creams,No,No,3.2,10,Banashankari,Dessert Parlor,Ice Cream,300.0
10223,Haagen Dazs,Yes,No,3.9,82,Koramangala 7th Block,Dessert Parlor,"Ice Cream, Desserts",800.0
43804,Basil Joint,Yes,No,3.5,24,New BEL Road,"Takeaway, Delivery","Fast Food, Beverages",300.0
18213,Kerala Kitchen,Yes,No,3.2,31,Brigade Road,Quick Bites,"Kerala, South Indian",200.0
46525,Viking,No,No,2.9,86,Malleshwaram,Casual Dining,"Chinese, North Indian",450.0
40071,Kudla Beach,Yes,No,3.5,141,Rajajinagar,Quick Bites,"North Indian, South Indian, Seafood, Chinese",400.0
14258,New Hotel Prashanth,No,No,3.1,8,Electronic City,Quick Bites,"Fast Food, Andhra",300.0
22222,Anand Donne Biriyani,Yes,No,3.7,46,Jayanagar,Quick Bites,Biryani,200.0
15453,Hotel Ashoka,No,No,3.7,10,Shivajinagar,Quick Bites,South Indian,200.0
10437,Shater Grill House,No,No,3.5,8,BTM,Casual Dining,"North Indian, Arabian, Chinese",700.0
17868,Tiffinwala,Yes,No,3.7,0,Indiranagar,"Takeaway, Delivery","North Indian, Chinese",500.0
15816,Oliver Wraps,Yes,No,3.1,8,HSR,"Takeaway, Delivery","Rolls, Fast Food",300.0
23765,Ovenstory Pizza,Yes,No,3.9,162,Kalyan Nagar,Delivery,Pizza,750.0
39759,Savi Sagar,Yes,No,3.7,136,Malleshwaram,Casual Dining,"North Indian, South Indian, Chinese, Street Food, Beverages",450.0
13696,The Juice Shop,No,No,3.7,0,Electronic City,Quick Bites,"Juices, North Indian",200.0
16462,The Twenty Handmade Chocolates,Yes,No,3.8,30,HSR,Confectionery,Desserts,300.0
21555,Chai Point,Yes,No,4.0,113,BTM,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0
10110,Insta Cafe,Yes,No,2.9,7,BTM,Cafe,"Cafe, Continental, Pizza, Italian, Beverages",400.0
50155,Delhi Belli,No,No,3.3,4,Whitefield,"Takeaway, Delivery",North Indian,500.0
16943,Aaranya Restaurant,Yes,No,3.4,212,HSR,Casual Dining,"North Indian, Chinese, Mughlai",800.0
39264,McDonald's,Yes,No,3.9,281,New BEL Road,Quick Bites,"Fast Food, Burger",500.0
26251,Agent Jack's Bar,No,Yes,4.0,377,Kalyan Nagar,Bar,"Continental, North Indian, Italian",1300.0
28646,Hotel Feast Ambur Biriyani,Yes,No,3.4,257,Koramangala 1st Block,Quick Bites,"Biryani, Kebab",250.0
49193,KFC,Yes,No,3.2,393,Sarjapur Road,Quick Bites,"Burger, Fast Food",450.0
36600,Rolls Mania,Yes,No,3.7,32,Koramangala 6th Block,Quick Bites,"Rolls, Fast Food",450.0
10440,BTM,No,No,3.7,0,BTM,Casual Dining,"North Indian, South Indian",400.0
9616,Eaternet,No,No,3.6,24,BTM,Quick Bites,"North Indian, Chinese, Street Food",300.0
25339,Marakachi,Yes,No,3.7,83,Kalyan Nagar,Casual Dining,Chettinad,600.0
8660,The Paratha Company,Yes,No,4.3,287,Koramangala 4th Block,Delivery,North Indian,400.0
27,Sea Green Cafe,No,No,3.3,4,Banashankari,Cafe,"Cafe, Fast Food, Beverages",500.0
39573,Altaj Restaurant,No,No,3.3,6,Rajajinagar,Casual Dining,"North Indian, Chinese",700.0
10967,30 Square,Yes,No,4.2,556,Koramangala 5th Block,Quick Bites,"Tibetan, Nepalese, Momos",400.0
20531,Costal Kadai,No,No,3.7,0,JP Nagar,Quick Bites,South Indian,300.0
17189,Ithaa's Biriyani,No,No,3.4,12,HSR,Quick Bites,"Biryani, Chinese, North Indian",500.0
45712,Biriyani Nights,Yes,No,3.2,713,New BEL Road,"Takeaway, Delivery","Biryani, Kebab, Continental",500.0
10534,Royal Biryani Kitchen,Yes,No,3.9,187,BTM,Quick Bites,"Biryani, North Indian, Kebab",600.0
26129,Madurai Idly Dosai Centre,No,No,3.3,16,Banaswadi,Quick Bites,South Indian,150.0
23235,Tandoori Spot,No,No,3.5,13,JP Nagar,Quick Bites,"North Indian, Chinese",500.0
37646,Just Bake,Yes,No,3.3,8,Ulsoor,Bakery,Bakery,400.0
35354,Tandoori,Yes,No,3.7,0,Koramangala 5th Block,Quick Bites,"North Indian, Rolls",300.0
27313,Rollin,Yes,No,4.0,211,Koramangala 4th Block,Quick Bites,"Continental, Pizza, Chinese",400.0
44490,Subway,Yes,No,3.6,108,CV Raman Nagar,Quick Bites,"Healthy Food, Sandwich, Salad",500.0
14239,My Cafe,No,No,3.6,16,Electronic City,Quick Bites,"North Indian, Chinese, Fast Food",350.0
38151,Mist N Creams,No,No,3.7,0,Brigade Road,Dessert Parlor,Ice Cream,400.0
43373,Queens Food Corner,No,No,3.1,11,Cunningham Road,Quick Bites,"Kerala, South Indian",200.0
38743,Tiamo - Conrad Bengaluru,No,Yes,4.2,144,Ulsoor,Fine Dining,"Italian, Mediterranean",2500.0
5302,Masale Daan,Yes,No,3.2,5,Richmond Road,Delivery,North Indian,350.0
36999,Sri Vishnupriya,No,No,3.0,67,BTM,Quick Bites,"South Indian, North Indian, Chinese",300.0
15797,House of Chaaps,Yes,No,3.7,0,Koramangala 1st Block,Quick Bites,"North Indian, Rolls",450.0
36695,Krupa Sagar,No,No,3.2,4,Koramangala 5th Block,Quick Bites,"North Indian, South Indian, Chinese, Street Food",300.0
29527,Fanoos Xprss,Yes,No,3.7,54,Jayanagar,Quick Bites,"Arabian, Rolls, North Indian, BBQ",400.0
14776,The Egg Factory,Yes,No,4.2,1766,St. Marks Road,Casual Dining,"Continental, American",750.0
22787,Kesar Restaurant,Yes,No,3.6,48,JP Nagar,Quick Bites,"North Indian, Chinese, South Indian",200.0
42925,Chin Lung Resto Bar,No,No,4.0,516,Residency Road,Bar,"North Indian, Chinese, Fast Food",1000.0
47819,Bar UNO - JW Marriott Bengaluru,No,No,3.9,73,Lavelle Road,Lounge,Spanish,2500.0
40488,Godhavari,No,No,3.3,4,Marathahalli,Casual Dining,"Seafood, Andhra",1000.0
46231,Cream Factory,No,No,3.4,17,Malleshwaram,Dessert Parlor,Desserts,400.0
29393,Manchu Cafe,Yes,No,3.8,23,BTM,Quick Bites,"Chinese, Fast Food, Asian, Beverages, Nepalese, Tibetan",300.0
7750,Kalinga Delicacies Restaurant,Yes,No,3.1,11,Brookefield,Casual Dining,"North Indian, Bengali, Oriya",400.0
10047,Sk Grand Hotel,No,No,3.2,6,Jayanagar,Casual Dining,South Indian,400.0
5349,The ThickShake Factory,Yes,No,2.8,19,Cunningham Road,Beverage Shop,"Beverages, Juices",350.0
38023,Casa Express,No,No,2.6,26,Residency Road,Quick Bites,"Chinese, Italian",400.0
36023,FoodNite,Yes,No,3.7,0,BTM,Quick Bites,"North Indian, Chinese, Fast Food",300.0
21004,Bengaluru Cafe,No,No,4.5,135,Jayanagar,Quick Bites,South Indian,150.0
3454,The Caramelts Cafe,No,No,4.2,223,Jayanagar,Cafe,"Cafe, Salad, Wraps, Beverages",800.0
362,Ruchi's Corner,Yes,No,2.7,123,Banashankari,Quick Bites,Fast Food,200.0
39550,Udupi Garden,No,No,3.0,44,Yeshwantpur,Quick Bites,"North Indian, Chinese, South Indian, Street Food",300.0
50007,Metrolicious,Yes,No,3.5,38,Whitefield,"Takeaway, Delivery","North Indian, Chinese, Biryani",400.0
10753,Bay Root,No,No,3.7,24,BTM,Quick Bites,"North Indian, Arabian",400.0
13338,Amaravathi Mess,Yes,No,3.6,108,Electronic City,Quick Bites,"Andhra, Biryani",400.0
35092,All Aromas,Yes,No,3.4,6,Jayanagar,Quick Bites,"North Indian, Biryani",400.0
11167,Sambram,No,No,3.7,0,JP Nagar,Casual Dining,"Biryani, North Indian",800.0
15802,NH-1,Yes,No,3.8,376,Bellandur,Delivery,North Indian,600.0
36080,Snow'ora,Yes,Yes,4.3,343,Koramangala 4th Block,Quick Bites,"Desserts, Ice Cream, Beverages",450.0
38205,Sunny's,No,Yes,4.1,1339,Lavelle Road,"Casual Dining, Bar","European, Italian, Seafood, Continental",2100.0
21825,Richie Rich,Yes,No,3.1,14,JP Nagar,"Takeaway, Delivery","Desserts, Ice Cream, Beverages",250.0
20557,Harshi Super Sandwich,No,No,3.8,149,Basavanagudi,Quick Bites,"Fast Food, Street Food",150.0
38664,Shadow Kolkata Katti Rolls & Momos,Yes,No,3.7,0,Brigade Road,Quick Bites,"Rolls, Chinese",250.0
23418,La Casa,No,Yes,3.7,570,Jayanagar,Casual Dining,"Continental, Italian, Chinese, North Indian",800.0
38927,Kerala Food,No,No,3.7,0,Vasanth Nagar,Quick Bites,"South Indian, Chinese, North Indian",200.0
21725,Smoke-A-Pot,Yes,No,3.5,93,JP Nagar,"Takeaway, Delivery","Biryani, Kebab, Rolls",600.0
29612,Paratha Plaza,Yes,No,3.9,41,Koramangala 5th Block,Quick Bites,North Indian,250.0
9808,Ghar Ki Rasoi,Yes,No,3.7,0,Koramangala 8th Block,Delivery,"North Indian, South Indian",300.0
16160,Roti's Ghar,Yes,No,3.7,0,Bellandur,"Takeaway, Delivery","North Indian, Juices",200.0
32322,Bonsouth,Yes,Yes,4.2,2620,Koramangala 5th Block,Casual Dining,"Chettinad, Andhra, Kerala",1300.0
51039,Chime - Sheraton Grand Bengaluru Whitefield Hotel &...,No,Yes,4.3,236,"ITPL Main Road, Whitefield",Bar,Finger Food,2500.0
1128,Manchu Cafe,Yes,No,3.8,21,BTM,Quick Bites,"Chinese, Fast Food, Asian, Beverages, Nepalese, Tibetan",300.0
22,Cafe Coffee Day,No,No,3.6,28,Banashankari,Cafe,"Cafe, Fast Food",900.0
